ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
5.243561663863074,218.1757485522245,32588.71922685219,13.703670171040423,361.7225286136224,499.80214623743205,20.079338716587074,115.87529485270598,7.169752135097528,0
13.310000289738827,249.17034929784307,9033.124924205727,7.88040722729247,132.01302790637465,648.0480635075565,13.267717839195498,72.17165396939632,5.208138660271757,0
10.247915185359671,112.61697469812475,43683.53088606334,10.873654077541266,196.9319245814956,537.6000683937998,15.213455077608451,118.34375025155191,1.5013620612408172,0
8.381218778758512,206.21852490174973,30849.253833927454,6.540724469588818,409.4717385917003,249.98154986707783,22.068293915080616,11.026241520401287,9.26659135619695,0
2.1842609661941115,192.93649578593718,8281.592236069235,9.450518663136572,311.47434147152785,311.34814207013324,26.53656883067023,28.739095185449266,9.82296219588743,0
2.183923284706837,258.2075941970678,48135.73384531974,5.10863906131678,471.1876247148179,331.5969104185515,9.62212642351372,82.7301374469541,4.879390736906515,0
0.8131705703547925,276.52176512031514,26159.090435098373,4.51738529678168,271.50056333654175,354.7185521869069,11.578150287189981,142.06324871290425,6.5229472666839445,0
12.126466040849092,53.0391928693467,4108.473367646922,8.673446792542705,447.92494632556924,539.2420351703026,28.060703098147556,11.213677008267048,5.0526876361937205,0
8.415610164404923,218.50497976469816,31528.22876854583,7.471945112759705,279.582174991295,502.3794678952361,18.19833018746447,6.462632423529646,3.8969168579750852,0
9.913016089144637,62.958949779932254,13033.345897134106,8.693045537249716,491.6993114807941,321.89602301852534,7.0109308797800285,23.48260123917835,1.6958691357202687,0
0.28818292014123426,187.21466626933898,40282.82586792647,4.2999087193053445,483.9337525595507,240.53290607341225,20.583463889546717,96.17296932902347,5.10460957357569,0
13.57873793026792,121.90818226091955,40982.19264152644,5.504367477254929,231.65468222243214,302.85932268483083,29.74134035510263,59.848937500537076,8.365461007235064,0
11.654196971205904,126.6941498805353,48957.894114805764,1.2584694094336397,454.3694681667213,790.628787571162,25.056699805171203,123.83285691265293,1.1532831497920322,0
2.972747549495866,138.23962586308915,25342.541785712932,0.7841455840830858,439.0445496862597,481.1281698748834,22.880751823439276,10.78997272220487,6.238969148622001,0
2.5455495408994087,205.32311226240253,23020.36554652299,3.8018569450952437,184.27215893102513,720.4073028212675,7.825306319455539,29.46211302220516,8.9269489785402,0
2.5676631379480734,133.5124914171923,37797.04246960079,1.1137028899581862,349.7161603133079,709.2514800013059,26.531913971152203,45.00396081973435,2.957944870129222,0
4.259391401433528,233.1747626475701,7057.297488925365,1.5566206295211105,129.07292623592593,506.9117344777242,16.7220876189953,94.00951300331779,2.6493027822015596,0
7.3465900428513295,151.1318463934674,27572.317932759648,12.193926080909057,434.6842882333847,624.0126250763261,26.900120618014757,102.77590354523208,7.950489631317488,0
6.047230260989621,67.08830007748966,27539.256206477123,0.5831054552503395,169.8183534013986,315.6512062476274,11.23517922389662,18.630494094566075,3.29577788007364,0
4.077207962772587,245.9399606210268,4928.919579114167,9.88414190902114,128.3258805543058,613.0380229561449,3.737429473792117,141.57070634876092,2.727858408045836,0
8.565940526113312,121.4395811481765,21190.21223259222,4.0883662322310075,260.08763821552446,363.43074755797375,15.32732712247289,51.15662027853137,4.401903255123115,0
1.9529140491285857,158.19171989981567,42737.5975290765,13.073185210621897,330.76885543985736,699.2372580524905,9.555452934900575,106.97531445004246,4.532518110431962,0
4.090025079493055,221.36097080547538,42879.60428873568,7.274884268662493,441.9667834239084,250.23447986534595,22.02642011373635,78.63115784215482,8.866909567149094,0
5.129065806111684,133.114039287178,5412.26441352421,4.583646889917386,489.6970102086946,663.8832037311665,28.798983479968907,33.41371703206599,6.565991247403092,0
6.384979779038503,64.1464140366789,4990.683696017627,7.764584035341518,275.7970050279455,259.9621439411717,21.34727623224379,126.93424846731166,4.653653107056304,0
10.99246345950219,143.4802617532034,13503.426111595798,5.729370285679033,124.17876919410809,728.7135421365854,26.834150031857696,122.73570422878949,5.809491678571901,0
2.7954329502170365,286.11214567357587,43800.92009642268,8.464515970047453,399.64623161034825,382.52271088100224,14.684672380833778,59.410778087503516,9.585687099927467,0
7.199282137790562,210.43359932463954,6880.677961138198,1.7179930248952235,326.06930248957497,592.6360188983449,23.605940641468447,88.29113785407831,2.0189320894890583,0
8.293803964068594,217.86978716680173,36139.841730058586,14.954857542188266,279.1565379377853,492.5013671721679,25.6052162268077,38.67385439039096,2.8694396955222228,0
0.6503057780799681,208.07053840940995,5507.698170848609,6.3833381654507635,223.70755151687587,419.7818871574034,21.904517572339188,103.47774431194522,9.662758359278998,0
8.505627926620138,99.74803473985921,31345.323760517356,5.22345959561053,300.95941113741424,587.2650999100979,16.21776400994781,46.35402189306471,9.615923636744837,0
2.3873377316220816,154.58346602557003,18125.331306397668,10.653147724743974,235.47184178281236,768.5137883307427,19.524251069230306,126.61181015733524,2.594488791382954,0
